ID,Name,Average User Rating,User Rating Count,Price,In-app Purchases,Developer,Age Rating,Languages,Size,Primary Genre,Genres,Original Release Date,Current Version Release Date,,,,,,,,,,,,,,,,,,,,
659900859,Age of Thrones,3.5,32,0,,"Nexrage Studios, LLC",9+,EN,523935744,Games,"Games, Strategy, Puzzle",29/08/2013,18/05/2014,,,,,,,,,,,,,,,,,,,,
659970011,Royal Offense,4,60,0,"9.99, 4.99, 0.99, 3.99, 1.99, 2.99, 49.99",Elite Games Ltd,9+,EN,65264640,Games,"Games, Role Playing, Entertainment, Strategy",1/08/2013,30/11/2018,,,,,,,,,,,,,,,,,,,,
659999462,Tic Tac Toe Watercolour,4.5,6,0,,Chen Zhong Yuan,4+,"EN, ZH",13602816,Games,"Games, Strategy, Entertainment",18/06/2013,18/06/2013,,,,,,,,,,,,,,,,,,,,
660144708,Royal Defense Saga HD,2.5,23,0,"0.99, 4.99, 2.99, 0.99, 0.99, 2.99, 0.99, 9.99, 0.99, 0.99",8Floor,12+,"EN, RU",398131200,Games,"Games, Role Playing, Strategy",19/06/2013,19/06/2013,,,,,,,,,,,,,,,,,,,,
660176098,Melancholy 2,,,0,,"iWeave, Inc.",4+,"EN, JA",13955072,Games,"Games, Family, Strategy",19/06/2013,24/07/2014,,,,,,,,,,,,,,,,,,,,
660188608,Pirates .,4,17,0,,Magma Mobile,4+,"ZH, HR, CS, DA, NL, EN, FI, FR, DE, EL, HI, HU, ID, IT, JA, KO, LT, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR",92184576,Games,"Games, Puzzle, Entertainment, Strategy",11/07/2013,5/09/2017,,,,,,,,,,,,,,,,,,,,
660683664,Medieval Defenders HD,4,31,0.99,"4.99, 1.99, 9.99, 19.99, 0.99, 0.99, 0.99, 49.99",8Floor,9+,"DA, NL, EN, FI, FR, DE, EL, HE, HU, IT, JA, KO, NB, PL, PT, RU, ZH, SK, ES, SV, ZH, TR",133656576,Games,"Games, Strategy, Simulation",19/06/2013,23/04/2016,,,,,,,,,,,,,,,,,,,,
660714573,Medieval Defenders !,4,15,0.99,"4.99, 1.99, 9.99, 19.99, 0.99, 0.99, 0.99, 49.99",8Floor,9+,"DA, NL, EN, FI, FR, DE, EL, HE, HU, IT, JA, KO, NB, PL, PT, RU, ZH, SK, ES, SV, ZH, TR",133656576,Games,"Games, Strategy, Simulation",19/06/2013,22/04/2016,,,,,,,,,,,,,,,,,,,,
660727689,Space Defense Free TD \u2013 Retro Pixel Graphics Arcade Space Shooting Game,4.5,488,0,"0.99, 0.99, 0.99, 0.99, 4.99, 4.99, 2.99, 4.99, 9.99, 0.99",Hoi Yan Mak,4+,EN,17108992,Games,"Games, Strategy, Entertainment, Simulation",18/06/2013,16/10/2013,,,,,,,,,,,,,,,,,,,,
660847060,Double View - The Impossible Puzzle Game,3.5,18,0,"0.99, 0.99",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4+,EN,43343872,Games,"Games, Entertainment, Strategy, Board",28/06/2013,18/06/2015,,,,,,,,,,,,,,,,,,,,
660960741,Ball Dodge Saga 3D : Running with Spikes,4,81,0,,Landon Beaver,4+,EN,36458496,Games,"Games, Casino, Strategy, Sports",19/06/2013,22/02/2016,,,,,,,,,,,,,,,,,,,,
661046478,Harlem Song Escape - Disco Baby Dancer,2.5,8,0,"1.99, 0.99, 0.99, 1.99, 4.99, 0.99",Terry Rossi,4+,EN,49766400,Games,"Games, Board, Strategy, Entertainment",9/10/2013,9/10/2013,,,,,,,,,,,,,,,,,,,,
661263116,Heroes Quest,5,5,0,,Peter Lim,9+,EN,50302976,Games,"Games, Strategy, Action",20/06/2013,1/10/2013,,,,,,,,,,,,,,,,,,,,
661286973,Teachley: Addimal Adventure,4.5,83,3.99,,Teachley,4+,EN,148962304,Education,"Education, Games, Strategy",20/06/2013,17/11/2017,,,,,,,,,,,,,,,,,,,,
661444332,Fishing Derby,,,1.99,,Ascoware LLC,4+,EN,11866112,Games,"Games, Strategy, Card",3/07/2013,19/09/2016,,,,,,,,,,,,,,,,,,,,
661548080,Bubble Epic,3,138,0,"9.99, 4.99, 29.99, 4.99, 0.99, 1.99, 49.99, 19.99, 99.99, 4.99",Apps-O-Rama,4+,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",51502080,Games,"Games, Puzzle, Strategy, Entertainment",30/08/2013,22/06/2018,,,,,,,,,,,,,,,,,,,,
661682596,Gipf for iPad,,,0.99,,Luigi Fonti,4+,EN,727040,Games,"Games, Strategy, Board",25/06/2013,22/12/2016,,,,,,,,,,,,,,,,,,,,
662083994,Spider-Solitaire,4,32,0,,Ding Fa Mo,4+,"EN, ZH",8524800,Games,"Games, Entertainment, Card, Strategy",18/09/2013,16/10/2016,,,,,,,,,,,,,,,,,,,,
662084978,Spider-Solitaire HD,4,123,0,,Ding Fa Mo,4+,"EN, ZH",11987968,Games,"Games, Card, Strategy, Entertainment",18/09/2013,16/10/2016,,,,,,,,,,,,,,,,,,,,
662842594,Grepolis - Divine Strategy MMO,4.5,4371,0,"0.99, 0.99, 0.99, 0.99, 0.99, 19.99, 9.99, 4.99, 79.99, 49.99",InnoGames,9+,"CS, NL, EN, FR, DE, IT, PL, PT, RU, ES, SV, TR",189605888,Games,"Games, Strategy, Simulation",2/09/2013,25/07/2019,,,,,,,,,,,,,,,,,,,,
662862719,PicMix - The Picture Sliding Tile Puzzle Game,,,0,"1.99, 0.99, 0.99",Fragranze Games Ltd,4+,EN,33996800,Games,"Games, Entertainment, Puzzle, Strategy",29/06/2013,20/03/2017,,,,,,,,,,,,,,,,,,,,
662990206,Temple Minesweeper - El Dorado Adventure with Mine Sweeper Gameplay,4,37,0,"0.99, 1.99, 6.99, 2.99",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4+,EN,55427072,Games,"Games, Strategy, Board, Entertainment",5/07/2013,19/05/2015,,,,,,,,,,,,,,,,,,,,
663145898,Skin Designer for Minecraft,3.5,24,0.99,,"Eighth Day Software, L.L.C.",4+,EN,57027584,Games,"Games, Adventure, Strategy",24/06/2013,6/12/2016,,,,,,,,,,,,,,,,,,,,
663202683,Wer wird WiSo-Experte?,,,0,,NWB Verlag GmbH Co KG,4+,DE,12270592,Games,"Games, Strategy, Entertainment",25/06/2013,16/08/2018,,,,,,,,,,,,,,,,,,,,
663203647,TD Ninja Rush II,,,0,"0.99, 2.99, 1.99",Easymobi,4+,"EN, JA, ZH",38506496,Games,"Games, Entertainment, Board, Strategy",11/07/2013,11/07/2013,,,,,,,,,,,,,,,,,,,,
663494225,Pyramid 13 Solitaire Free,4,64,0,,Neil Coffey,4+,EN,24739840,Games,"Games, Card, Strategy",26/06/2013,5/12/2013,,,,,,,,,,,,,,,,,,,,
663606434,Ravels - All In The Family,,,1.99,,GabySoft,4+,EN,18055168,Games,"Games, Puzzle, Strategy, Entertainment",26/06/2013,28/01/2017,,,,,,,,,,,,,,,,,,,,
663959710,Bamboo Panda Run - Escaping The Forest,,,0,0.99,Zadoque teng,4+,EN,14512128,Games,"Games, Word, Entertainment, Strategy",27/06/2013,27/06/2013,,,,,,,,,,,,,,,,,,,,
664303561,Battlepillars: Multiplayer (PVP) Real Time Strategy,4.5,1155,0,"0.99, 0.99, 1.99, 1.99, 4.99, 4.99, 9.99, 2.99, 9.99, 0.99","Hitcents.com, Inc.",9+,EN,113438720,Games,"Games, Entertainment, Strategy, Action",2/10/2013,24/09/2015,,,,,,,,,,,,,,,,,,,,
664656899,Mine Maze,3.5,12,0,"0.99, 8.99, 4.99, 0.99, 3.99, 0.99, 0.99",Tio Atum,4+,EN,83569664,Games,"Games, Puzzle, Strategy",22/08/2013,30/01/2019,,,,,,,,,,,,,,,,,,,,
665001825,Hunter Island: Monsters & Dragons,4.5,5409,0.99,"4.99, 1.99, 9.99, 24.99, 49.99, 99.99",NTT Resonant Inc.,9+,"EN, FR, DE, IT, JA, ES",91312128,Games,"Games, Strategy, Role Playing",14/11/2013,22/05/2015,,,,,,,,,,,,,,,,,,,,
665080514,"""Chess: Team's Voting""",4.5,8,0,"4.99, 0.99",Vyacheslav Korotkov,4+,"BG, EN, RU, UK",90349568,Games,"Games, Strategy, Board",13/09/2013,16/03/2017,,,,,,,,,,,,,,,,,,,,
665107558,Super Squares \u2013 Free Puzzle Game,3.5,52,0,"3.99, 0.99, 2.99, 2.99, 2.99, 0.99, 0.99, 0.99, 0.99, 0.99",Snowman,4+,"EN, FR, DE, IT, JA, PT, ZH, ES",49868800,Games,"Games, Strategy, Puzzle",17/10/2013,9/04/2014,,,,,,,,,,,,,,,,,,,,
665137810,Tic Tac Ten,,,0.99,,JOhn Lyons,4+,EN,1129472,Games,"Games, Lifestyle, Board, Strategy",29/06/2013,29/09/2016,,,,,,,,,,,,,,,,,,,,
665694824,Checkers Online Elite,4,767,0,"2.99, 0.99, 0.99, 0.99, 4.99, 2.99, 0.99, 0.99, 0.99, 0.99",Andrey Kulakov,4+,"EN, RU",104969216,Games,"Games, Strategy, Board",12/07/2013,8/07/2019,,,,,,,,,,,,,,,,,,,,
665695012,"""Where's My Monkey? : Mickey the Monkey Edition""",3.5,218,0,2.99,Makeover Mania Story Games,4+,"EN, DE",42921984,Games,"Games, Strategy",2/07/2013,4/12/2013,,,,,,,,,,,,,,,,,,,,
665699654,Mahjong Galaxy Space & Towers,4.5,10,0,,F Permadi,4+,EN,91874304,Games,"Games, Strategy, Entertainment, Board",9/07/2013,26/06/2018,,,,,,,,,,,,,,,,,,,,
665779052,Switchboard - Word Game,5,8,0,,Daniel Gauthier,4+,EN,11554816,Games,"Games, Strategy, Word",10/07/2013,17/09/2013,,,,,,,,,,,,,,,,,,,,
666083245,Metal Brigade Tactics Versus,4,5,0,"1.99, 0.99, 0.99, 0.99, 0.99, 0.99",Busking Software,4+,EN,78712832,Games,"Games, Strategy, Board, Entertainment",2/06/2014,8/06/2014,,,,,,,,,,,,,,,,,,,,
666163534,Card Match Ultra,4.5,28,0,,Keith Adler Studios LLC,4+,EN,23979008,Games,"Games, Entertainment, Card, Strategy",1/08/2013,26/04/2017,,,,,,,,,,,,,,,,,,,,
666556137,Monster Escape: A Fun Adventure Puzzle Game Free,4,90,0,2.99,Loretta Cheron,4+,EN,56504320,Games,"Games, Puzzle, Entertainment, Strategy",4/07/2013,21/08/2015,,,,,,,,,,,,,,,,,,,,
666592264,Mikado Mania - Pick Up Sticks Without Moving,4,22,0,2.99,Menno Spijkstra,4+,EN,44834816,Games,"Games, Family, Strategy",15/07/2013,15/07/2013,,,,,,,,,,,,,,,,,,,,
666610688,Heroes Saga,3,18,0,"19.99, 99.99, 4.99, 9.99, 49.99","GameZen, Inc.",12+,"EN, KO",34164736,Games,"Games, Strategy, Simulation",3/07/2013,3/10/2013,,,,,,,,,,,,,,,,,,,,
666618733,Elite Troops,4.5,16,0,"1.99, 0.99, 2.99, 2.99, 4.99, 2.99, 1.99, 2.99, 4.99, 0.99",Yuqi Tian,17+,EN,93151232,Games,"Games, Strategy, Action, Entertainment",11/12/2013,11/12/2013,,,,,,,,,,,,,,,,,,,,
666831789,Split: A Numbers Game,5,13,0,0.99,"StackTracks, LLC",4+,EN,4222976,Games,"Games, Strategy, Puzzle, Education",18/09/2013,22/10/2013,,,,,,,,,,,,,,,,,,,,
666865171,Allies in War,4.5,792,0,"9.99, 4.99, 19.99, 99.99, 49.99",Huuuge Games Sp. z o.o.,17+,EN,18223104,Games,"Games, Action, Strategy",26/12/2013,21/09/2015,,,,,,,,,,,,,,,,,,,,
666928148,Germs Attacks The Game - Fighting Against Disease,,,0,0.99,Zadoque teng,4+,EN,11603968,Games,"Games, Adventure, Lifestyle, Strategy",8/07/2013,8/07/2013,,,,,,,,,,,,,,,,,,,,
667401775,Fort Defenders 7 seas HD,4.5,30,0.99,"4.99, 1.99, 9.99, 0.99, 0.99, 19.99, 0.99, 0.99, 0.99, 0.99",8Floor,9+,"DA, NL, EN, FI, FR, DE, EL, HE, HU, IT, JA, KO, NB, PL, PT, RU, ZH, SK, ES, SV, ZH, TR",118693888,Games,"Games, Board, Strategy",5/07/2013,22/04/2016,,,,,,,,,,,,,,,,,,,,
667410935,Star Conflicts Full,4.5,7,0.99,,Anton Dorofieiev,9+,EN,278293504,Games,"Games, Strategy, Puzzle",11/07/2013,10/02/2017,,,,,,,,,,,,,,,,,,,,
667435867,Star Conflicts Lite,4.5,15,0,,Anton Dorofieiev,9+,EN,199010304,Games,"Games, Puzzle, Strategy",11/07/2013,14/03/2017,,,,,,,,,,,,,,,,,,,,
667458286,Global Defense: Zombie World War,4,100,0,"2.99, 0.99, 4.99, 9.99, 14.99, 29.99, 49.99, 99.99",Yongcheng Qi,17+,"EN, JA, KO, ZH, ZH",113756160,Games,"Games, Casual, Entertainment, Strategy",26/07/2013,6/01/2016,,,,,,,,,,,,,,,,,,,,
667631535,Delicious - Honeymoon Cruise,4.5,502,0,"9.99, 1.99, 4.99, 4.99, 9.99, 9.99",GameHouse,4+,"NL, EN, FR, DE, IT, PT, ES, SV",270547968,Games,"Games, Family, Strategy, Entertainment",13/12/2013,16/04/2019,,,,,,,,,,,,,,,,,,,,
667689723,Tuxt U Grich,4.5,8,0,,Aram Gasparyan,4+,EN,20743168,Utilities,"Utilities, Card, Strategy, Games",17/07/2013,3/12/2015,,,,,,,,,,,,,,,,,,,,
667728512,Game of War - Fire Age,4,114786,0,"19.99, 99.99, 49.99, 9.99, 99.99, 4.99, 19.99, 99.99, 4.99, 4.99","Machine Zone, Inc",9+,"AR, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH, TR",277481472,Games,"Games, Social Networking, Strategy, Role Playing",25/07/2013,20/06/2019,,,,,,,,,,,,,,,,,,,,
667769247,Hungry Piggy Spy Edition 2,4,165,0,,BIG WOOD GAMES LIMITED,4+,"EN, ZH",21221376,Games,"Games, Education, Strategy, Trivia",4/07/2013,21/04/2015,,,,,,,,,,,,,,,,,,,,
667901021,War Games: Pirates Versus Ninjas - A 2 player and Multiplayer Combat Game,4,65,0,,Neem Labs Inc.,9+,EN,55222272,Games,"Games, Entertainment, Strategy, Action",12/07/2013,23/02/2016,,,,,,,,,,,,,,,,,,,,
667904125,War Games: Pirates Versus Ninjas - A 2 player and Multiplayer Combat Game Deluxe,3.5,5,0.99,,Neem Labs Inc.,9+,EN,53860352,Games,"Games, Entertainment, Strategy, Action",12/07/2013,23/02/2016,,,,,,,,,,,,,,,,,,,,
667904125,War Games: Pirates Versus Ninjas - A 2 player and Multiplayer Combat Game Deluxe,3.5,5,0.99,,Neem Labs Inc.,9+,EN,53860352,Games,"Games, Entertainment, Strategy, Action",12/07/2013,23/02/2016,,,,,,,,,,,,,,,,,,,,
668176654,Dragon Drop Frenzy - Match 3 Games,4.5,39,0,"0.99, 2.99, 1.99, 9.99, 4.99, 9.99, 4.99, 19.99, 39.99, 4.99",Blade Fire Studios,4+,EN,74137600,Games,"Games, Puzzle, Strategy",28/01/2014,28/01/2014,,,,,,,,,,,,,,,,,,,,
668209558,"""Bunnies' Empire: Defend your kingdom!""",,,0,"2.99, 0.99, 0.99, 7.99, 3.99, 1.99",Dominic Hamelin-Blais,9+,EN,228560896,Games,"Games, Action, Strategy",28/05/2014,16/09/2015,,,,,,,,,,,,,,,,,,,,
668331151,Black Widow - Spider Solitaire,3.5,18,0,,AppCoder Kft,4+,EN,12197888,Games,"Games, Card, Strategy",25/07/2013,25/09/2013,,,,,,,,,,,,,,,,,,,,
668400212,UNDEAD TOWER CRUSADE,5,5,1.99,,RIP CURRENT INTERACTIVE LLC,12+,EN,408654848,Games,"Games, Action, Strategy",9/07/2013,24/06/2019,,,,,,,,,,,,,,,,,,,,
668461690,Barn and Silo Calculator for Hay Day,,,0,,ahmet Baydas,4+,EN,5136384,Reference,"Reference, Strategy, Games",7/08/2013,5/12/2013,,,,,,,,,,,,,,,,,,,,
668550201,Halloween Z Zombie Escape,4,7,0,"0.99, 0.99, 0.99",Terry Rossi,9+,EN,37769216,Games,"Games, Music, Strategy",20/07/2013,26/10/2013,,,,,,,,,,,,,,,,,,,,
668715452,ILoveMathQuiz,,,0,,Cindy Oakes,4+,EN,1148928,Education,"Education, Games, Puzzle, Strategy",12/07/2013,5/02/2018,,,,,,,,,,,,,,,,,,,,
668818210,Servers for Minecraft - McPedia Multiplayer Pro Gamer Community Ad-Free,3,14,0.99,,"Tapgang Apps and Games, Inc.",4+,EN,30858240,Games,"Games, Strategy, Role Playing, Reference",11/07/2013,8/01/2016,,,,,,,,,,,,,,,,,,,,
669184059,Monster Pocket Bikes \u2013 Free Race on Mars,5,7,0,"24.99, 3.99, 1.99, 3.99, 1.99",DM Applications LLC (TX),4+,EN,178528256,Games,"Games, Racing, Strategy",19/10/2013,19/10/2013,,,,,,,,,,,,,,,,,,,,
669264957,Quantum TTT,,,0,,Scottie Bontrager,4+,EN,4340736,Games,"Games, Entertainment, Strategy",20/08/2013,27/07/2017,,,,,,,,,,,,,,,,,,,,
669302297,Krabby War,4,8,0,29.99,5mina,4+,EN,48218112,Games,"Games, Strategy, Action",18/08/2013,18/10/2013,,,,,,,,,,,,,,,,,,,,
669498729,Lumberwhack: Defend the Wild,4.5,606,0,"6.99, 1.99, 2.99, 5.99, 19.99, 9.99, 0.99, 29.99, 19.99, 39.99",Koloss Interactive Ltd,4+,EN,117253120,Games,"Games, Action, Entertainment, Strategy",7/08/2013,26/09/2018,,,,,,,,,,,,,,,,,,,,
669699198,Puppy Cookies,,,0,"0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99",Arphix,4+,"EN, DE, JA, PT, ZH",32442368,Games,"Games, Strategy, Puzzle, Entertainment",12/12/2013,26/09/2017,,,,,,,,,,,,,,,,,,,,
669831744,Pop Pop Puzzle,4.5,102,0,"1.99, 0.99",Zhiwei Lai,4+,"EN, ZH",5081088,Games,"Games, Entertainment, Puzzle, Strategy",19/07/2013,24/07/2017,,,,,,,,,,,,,,,,,,,,
669985678,Farm Clan\xae,4,16679,0,"1.99, 4.99, 9.99, 19.99, 4.99, 4.99, 9.99, 1.99, 1.99, 9.99",G5 Entertainment AB,4+,"EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, ZH",201032704,Games,"Games, Strategy, Entertainment, Simulation",29/08/2013,17/01/2018,,,,,,,,,,,,,,,,,,,,
670049467,Armies & Ants,4,49,0,"9.99, 4.99, 4.99, 24.99, 4.99, 0.99, 99.99, 9.99, 4.99, 4.99",Oktagon Games,12+,"EN, FR, DE, KO, PT, ES",139099136,Games,"Games, Strategy, Entertainment, Role Playing",2/04/2014,30/03/2016,,,,,,,,,,,,,,,,,,,,
670109767,Rebuild 3: Gangs of Deadsville,4.5,385,4.99,,Northway Games Corp.,12+,EN,106068992,Games,"Games, Simulation, Strategy",3/09/2015,29/01/2018,,,,,,,,,,,,,,,,,,,,
670189358,Cursed Treasure 2,4.5,150,0.99,"4.99, 1.99, 0.99",GameClub,9+,EN,318889984,Games,"Games, Strategy, Action",25/09/2014,9/07/2017,,,,,,,,,,,,,,,,,,,,
670209613,Wormix,4,169,0,"4.99, 2.99, 9.99, 1.99, 6.99, 4.99, 9.99, 4.99, 0.99, 1.99",Pragmatix Ltd,12+,"EN, RU",116570112,Games,"Games, Casual, Strategy",10/08/2013,30/11/2017,,,,,,,,,,,,,,,,,,,,
670822307,Safe House,,,0,,InGame,9+,EN,55533568,Games,"Games, Strategy, Puzzle, Education",3/11/2013,14/11/2013,,,,,,,,,,,,,,,,,,,,
670891616,Kingturn Underworld RPG,4.5,34,0,3.99,Mangobile,12+,EN,101267456,Games,"Games, Entertainment, Role Playing, Strategy",10/10/2013,15/10/2017,,,,,,,,,,,,,,,,,,,,
671464704,Vainglory,4.5,73933,0,"9.99, 4.99, 19.99, 4.99, 9.99, 2.99, 4.99, 0.99, 9.99, 49.99",Super Evil Megacorp,12+,"AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NO, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",2207450112,Games,"Games, Action, Strategy",16/11/2014,17/07/2019,,,,,,,,,,,,,,,,,,,,
671790353,Monster Factory Escape - Free version,4,21,0,"0.99, 1.99, 0.99, 0.99, 0.99, 1.99, 4.99, 9.99, 2.99",Terry Rossi,4+,EN,52981760,Games,"Games, Music, Strategy, Entertainment",20/09/2013,8/11/2013,,,,,,,,,,,,,,,,,,,,
672118322,Free Throw Hero - Basketball All Star,4.5,8,0,,Bram Smit,4+,EN,47181824,Games,"Games, Sports, Sports, Strategy",30/07/2013,30/07/2013,,,,,,,,,,,,,,,,,,,,
672119425,FlipPix Jigsaw - Dragons,4,6,1.99,,GabySoft,4+,EN,23592960,Games,"Games, Entertainment, Strategy, Puzzle",17/07/2013,9/06/2017,,,,,,,,,,,,,,,,,,,,
672150402,Boom Beach,4.5,400787,0,"4.99, 9.99, 19.99, 99.99, 49.99, 2.99, 0.99, 9.99",Supercell,9+,"AR, NL, EN, FR, DE, ID, IT, JA, KO, MS, NB, PT, RU, ZH, ES, ZH, TR, VI",202785792,Games,"Games, Strategy, Action",26/03/2014,3/07/2019,,,,,,,,,,,,,,,,,,,,
672341220,Civil War: 1862,4,167,2.99,"1.99, 1.99, 1.99, 1.99, 1.99",Hunted Cow Studios Ltd.,12+,EN,339322880,Games,"Games, Entertainment, Strategy, Simulation",14/11/2013,12/06/2019,,,,,,,,,,,,,,,,,,,,
672592603,Lokator Bullpen,5,38,0,,THE LOKATOR PITCHING ACADEMY LLC,4+,EN,73735168,Sports,"Sports, Strategy, Games, Sports",10/01/2014,5/03/2018,,,,,,,,,,,,,,,,,,,,
672707752,Stand O\u2019Food\xae City: Virtual Frenzy,4,8256,0,"1.99, 4.99, 0.99, 9.99, 19.99, 1.99, 0.99, 4.99, 1.99, 4.99",G5 Entertainment AB,4+,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",383477760,Games,"Games, Strategy, Entertainment, Simulation",17/10/2013,22/05/2017,,,,,,,,,,,,,,,,,,,,
672888503,Poker Square Choice,,,0,0.99,MmpApps Corp.,4+,EN,23918592,Games,"Games, Card, Strategy, Entertainment",30/07/2013,8/02/2019,,,,,,,,,,,,,,,,,,,,
672894759,Cribbage Square Choice,,,0,,MmpApps Corp.,4+,EN,21714944,Games,"Games, Strategy, Education, Card",2/08/2013,1/02/2019,,,,,,,,,,,,,,,,,,,,
673092251,Stickman RPG III,4.5,203,0,"0.99, 4.99, 0.99, 2.99, 0.99, 1.99",Goro Sato,9+,"EN, JA",34762752,Games,"Games, Strategy, Entertainment, Role Playing",20/08/2013,27/05/2014,,,,,,,,,,,,,,,,,,,,
673126066,Yatzy.,2,6,0,2.99,baKno Games,4+,EN,108429312,Games,"Games, Entertainment, Strategy",6/08/2013,13/07/2017,,,,,,,,,,,,,,,,,,,,
673184421,Counter Picks for League of Legends,4,139,0,,Presselite,4+,EN,18542592,Utilities,"Utilities, Role Playing, Strategy, Games",23/07/2013,9/12/2015,,,,,,,,,,,,,,,,,,,,
673294111,Great Zombie War - The Undead Carnage Army Attack,4,39,0,"1.99, 2.99, 24.99, 4.99, 4.99",12 POINT APPS LLC,4+,EN,618165248,Games,"Games, Entertainment, Role Playing, Strategy",17/08/2013,30/12/2016,,,,,,,,,,,,,,,,,,,,
673321437,Flip4Gold,,,0,,Magnitude Educational Inc,4+,EN,6565888,Education,"Education, Strategy, Games",20/07/2013,10/11/2013,,,,,,,,,,,,,,,,,,,,
673668017,Speed Chess Free,4,47,0,0.99,"""Lion's Den""",4+,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR",14446592,Games,"Games, Entertainment, Strategy, Board",23/07/2013,20/02/2014,,,,,,,,,,,,,,,,,,,,
673737571,Ravels - Presidents,,,1.99,,GabySoft,4+,EN,17416192,Games,"Games, Entertainment, Strategy, Puzzle",20/07/2013,30/01/2017,,,,,,,,,,,,,,,,,,,,
674085689,Colonial Wars - Level Pack,2,6,0,,VascoGames,4+,EN,25423872,Games,"Games, Board, Strategy",22/07/2013,22/07/2013,,,,,,,,,,,,,,,,,,,,
674167371,Zombified - The Text Adventure Game of the Zombie Plague Apocalypse!,4,23,0.99,,Alexander Winn,9+,EN,6000640,Games,"Games, Simulation, Entertainment, Strategy",22/07/2013,9/07/2016,,,,,,,,,,,,,,,,,,,,
674210616,Cards and Castles,4,2004,0,"4.99, 9.99, 99.99, 4.99, 19.99, 99.99, 49.99, 4.99, 24.99, 4.99",Bit Mass LLC,9+,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",105665536,Games,"Games, Strategy, Card",11/04/2014,15/12/2018,,,,,,,,,,,,,,,,,,,,
674340613,Call of Zombies Free - Brave Dash for Survival,,,0,1.99,dsINC,9+,EN,32759808,Games,"Games, Strategy, Family, Entertainment",1/08/2013,12/09/2013,,,,,,,,,,,,,,,,,,,,
674451695,War\u22c6,3.5,105,0,"4.99, 2.99, 0.99, 0.99, 9.99",Jonas Johnsson,12+,EN,43547648,Games,"Games, Entertainment, Action, Strategy",27/07/2013,14/04/2017,,,,,,,,,,,,,,,,,,,,
674993088,Minesweeper: The most famous game in the world! Free! Mines explode bombs all must!,,,0,,Valentin Collin,4+,EN,1781760,Games,"Games, Reference, Strategy, Casual",23/07/2013,8/08/2013,,,,,,,,,,,,,,,,,,,,
674998363,Runes of Avalon 2 HD,5,366,0,3.99,Anawiki Games,4+,EN,81891328,Games,"Games, Puzzle, Entertainment, Strategy",24/07/2013,11/05/2017,,,,,,,,,,,,,,,,,,,,
675049147,SmallFish Chess for Stockfish,5,709,0,,Ted Wong,4+,"AR, HY, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, FA, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",104671232,Games,"Games, Strategy, Board, Entertainment",25/07/2013,12/01/2019,,,,,,,,,,,,,,,,,,,,
675083486,Soccer Moves,4.5,154,0,"0.99, 0.99, 0.99, 1.99, 1.99, 1.99, 0.99, 4.99, 4.99, 19.99",Fuzzy Logic (Pty) Ltd,4+,EN,215453696,Games,"Games, Sports, Entertainment, Strategy",31/10/2013,20/06/2014,,,,,,,,,,,,,,,,,,,,
675108896,Majong,4.5,28454,0,"1.99, 4.99, 1.99, 9.99, 19.99, 4.99, 9.99, 1.99, 19.99, 4.99",Vintolo Ltd,4+,EN,25637888,Games,"Games, Entertainment, Strategy, Card",3/11/2013,25/06/2019,,,,,,,,,,,,,,,,,,,,
675759601,Flags \u2014 Multiplayer Minesweeper,3.5,5,0,1.99,Rits Plasman,4+,EN,12455936,Games,"Games, Board, Entertainment, Strategy",11/04/2014,11/04/2014,,,,,,,,,,,,,,,,,,,,
675906394,Basketball Blast Mania - Hadouken Slam dunk power moves!,,,0,"1.99, 0.99, 0.99, 0.99, 2.99, 1.99","SmileyApps, LLC",4+,"EN, FR, DE, JA, ZH, ES, ZH",89505792,Games,"Games, Sports, Strategy, Entertainment",30/09/2013,19/09/2014,,,,,,,,,,,,,,,,,,,,
676030326,Haypi Pirates,4.5,2139,0,"19.99, 0.99, 4.99, 9.99, 99.99, 49.99","Haypi Co., Ltd.",12+,"EN, ZH",115300352,Games,"Games, Strategy, Entertainment, Role Playing",2/08/2013,26/10/2015,,,,,,,,,,,,,,,,,,,,
